time,G(i),H_sun,T2m,WS10m,Int
20100717:2310,0.0,0.0,14.69,2.07,0.0
20100718:0010,0.0,0.0,13.86,1.86,0.0
20100718:0110,0.0,0.0,12.86,1.66,0.0
20100718:0210,0.0,0.0,11.94,1.59,0.0
20100718:0310,0.0,0.0,11.31,1.52,0.0
20100718:0410,0.0,0.0,10.84,1.45,0.0
20100718:0510,43.44,8.48,11.07,1.24,0.0
20100718:0610,71.5,17.91,13.55,0.9,0.0
20100718:0710,198.34,27.72,15.96,0.83,0.0
20100718:0810,410.07,37.55,17.58,0.62,0.0
20100718:0910,614.55,46.94,18.81,0.34,0.0
20100718:1010,798.46,55.13,19.92,0.83,0.0
20100718:1110,923.66,60.78,20.88,1.31,0.0
20100718:1210,1010.23,62.13,21.71,1.59,0.0
20100718:1310,1019.6,58.58,22.36,1.72,0.0
20100718:1410,947.89,51.54,22.87,1.79,0.0
20100718:1510,842.52,42.67,23.13,1.93,0.0
20100718:1610,665.07,33.0,23.13,2.21,0.0
20100718:1710,451.08,23.13,22.8,2.48,0.0
20100718:1810,232.67,13.46,22.19,2.34,0.0
20100718:1910,39.07,4.31,21.34,2.07,0.0
20100718:2010,0.0,0.0,19.75,2.28,0.0
20100718:2110,0.0,0.0,18.47,2.28,0.0
20100718:2210,0.0,0.0,17.4,2.34,0.0
20100718:2310,0.0,0.0,16.52,2.34,0.0
20100719:0010,0.0,0.0,15.81,2.41,0.0
20100719:0110,0.0,0.0,15.19,2.34,0.0
20100719:0210,0.0,0.0,14.63,2.28,0.0
20100719:0310,0.0,0.0,14.08,2.21,0.0
20100719:0410,0.0,0.0,13.5,2.14,0.0
20100719:0510,42.54,8.33,13.22,1.86,0.0
20100719:0610,73.31,17.77,15.41,1.45,0.0
20100719:0710,198.3,27.59,18.44,1.59,0.0
20100719:0810,407.45,37.41,20.8,1.86,0.0
20100719:0910,610.86,46.8,22.96,1.93,0.0
20100719:1010,789.51,54.97,24.56,2.14,0.0
20100719:1110,913.02,60.61,25.59,2.0,0.0
20100719:1210,998.39,61.96,26.41,1.86,0.0
20100719:1310,1006.63,58.43,27.07,1.72,0.0
20100719:1410,940.96,51.41,27.54,1.79,0.0
20100719:1510,789.95,42.55,27.78,2.0,0.0
20100719:1610,612.39,32.89,27.76,2.14,0.0
20100719:1710,295.27,23.02,27.48,2.21,0.0
20100719:1810,213.0,13.34,26.8,1.72,0.0
20100719:1910,33.11,4.18,25.38,1.93,0.0
20100719:2010,0.0,0.0,23.42,2.28,0.0
20100719:2110,0.0,0.0,21.83,2.41,0.0
20100719:2210,0.0,0.0,20.51,2.41,0.0
20100719:2310,0.0,0.0,19.41,2.28,0.0
20100720:0010,0.0,0.0,18.33,2.14,0.0
20100720:0110,0.0,0.0,17.27,1.93,0.0
20100720:0210,0.0,0.0,16.47,1.86,0.0
20100720:0310,0.0,0.0,16.02,1.79,0.0
20100720:0410,0.0,0.0,15.75,1.79,0.0
20100720:0510,47.06,8.18,15.93,1.72,0.0
20100720:0610,116.75,17.63,17.79,1.31,0.0
20100720:0710,210.52,27.44,20.74,1.45,0.0
20100720:0810,407.04,37.27,22.81,1.59,0.0
20100720:0910,587.68,46.65,24.92,1.59,0.0
20100720:1010,760.54,54.81,26.83,1.59,0.0
20100720:1110,902.25,60.43,28.13,1.79,0.0
20100720:1210,980.12,61.77,29.07,2.07,0.0
20100720:1310,961.23,58.27,29.68,2.28,0.0
20100720:1410,865.98,51.27,30.26,2.34,0.0
20100720:1510,656.31,42.42,30.51,2.41,0.0
20100720:1610,460.9,32.77,30.55,2.48,0.0
20100720:1710,463.26,22.9,30.31,2.55,0.0
20100720:1810,169.44,13.21,29.46,2.0,0.0
20100720:1910,19.09,4.05,27.87,2.21,0.0
20100720:2010,0.0,0.0,25.89,2.55,0.0
20100720:2110,0.0,0.0,24.41,2.62,0.0
20100720:2210,0.0,0.0,23.24,2.55,0.0
20100720:2310,0.0,0.0,21.97,2.48,0.0
20100721:0010,0.0,0.0,20.72,2.41,0.0
20100721:0110,0.0,0.0,19.81,2.34,0.0
20100721:0210,0.0,0.0,19.16,2.21,0.0
20100721:0310,0.0,0.0,18.58,1.93,0.0
20100721:0410,0.0,0.0,18.27,1.66,0.0
20100721:0510,7.24,8.03,18.16,1.38,0.0
20100721:0610,74.22,17.48,19.08,1.52,0.0
20100721:0710,35.0,27.3,19.84,2.48,0.0
20100721:0810,103.11,37.12,20.79,3.1,0.0
20100721:0910,307.44,46.49,21.11,3.86,0.0
20100721:1010,303.1,54.64,22.01,4.21,0.0
20100721:1110,382.59,60.24,22.89,3.93,0.0
20100721:1210,186.36,61.59,24.05,3.93,0.0
20100721:1310,506.68,58.1,24.89,4.21,0.0
20100721:1410,396.95,51.12,25.52,4.48,0.0
20100721:1510,426.69,42.29,25.4,4.41,0.0
20100721:1610,240.71,32.64,25.12,4.0,0.0
20100721:1710,39.73,22.78,24.2,3.52,0.0
20100721:1810,78.98,13.08,22.92,2.83,0.0
20100721:1910,29.56,3.91,20.83,2.62,0.0
20100721:2010,0.0,0.0,20.3,2.28,0.0
20100721:2110,0.0,0.0,19.66,2.34,0.0
20100721:2210,0.0,0.0,18.97,2.41,0.0
20100721:2310,0.0,0.0,18.37,2.62,0.0
20100722:0010,0.0,0.0,18.08,2.97,0.0
20100722:0110,0.0,0.0,17.53,2.97,0.0
20100722:0210,0.0,0.0,16.73,2.83,0.0
20100722:0310,0.0,0.0,16.09,2.62,0.0
20100722:0410,0.0,0.0,15.44,2.41,0.0
20100722:0510,39.82,7.88,15.05,2.28,0.0
20100722:0610,111.32,17.34,15.78,2.34,0.0
20100722:0710,201.41,27.15,16.53,2.83,0.0
20100722:0810,401.27,36.98,17.83,2.9,0.0
20100722:0910,527.83,46.33,19.11,3.1,0.0
20100722:1010,758.61,54.46,20.6,3.66,0.0
20100722:1110,597.0,60.05,21.9,3.86,0.0
20100722:1210,735.08,61.39,22.78,3.86,0.0
20100722:1310,351.62,57.93,22.94,3.86,0.0
20100722:1410,611.97,50.97,23.19,4.0,0.0
20100722:1510,749.52,42.15,22.8,3.59,0.0
20100722:1610,638.68,32.51,23.23,3.59,0.0
20100722:1710,176.75,22.64,22.97,3.17,0.0
20100722:1810,72.73,12.95,22.59,2.34,0.0
20100722:1910,13.24,3.77,21.7,2.07,0.0
20100722:2010,0.0,0.0,20.66,2.21,0.0
20100722:2110,0.0,0.0,19.5,2.34,0.0
20100722:2210,0.0,0.0,18.8,2.41,0.0
20100722:2310,0.0,0.0,18.22,2.41,0.0
20100723:0010,0.0,0.0,17.73,2.34,0.0
20100723:0110,0.0,0.0,17.03,2.28,0.0
20100723:0210,0.0,0.0,16.74,2.28,0.0
20100723:0310,0.0,0.0,16.38,2.34,0.0
20100723:0410,0.0,0.0,15.69,2.28,0.0
20100723:0510,38.01,7.72,15.74,2.0,0.0
20100723:0610,74.22,17.18,16.04,2.07,0.0
20100723:0710,192.59,27.0,16.95,3.24,0.0
20100723:0810,388.88,36.82,18.05,3.31,0.0
20100723:0910,477.84,46.17,19.21,3.52,0.0
20100723:1010,655.58,54.29,20.11,3.31,0.0
20100723:1110,745.0,59.86,20.75,3.17,0.0
20100723:1210,684.79,61.2,21.4,3.31,0.0
20100723:1310,429.95,57.74,21.8,3.59,0.0
20100723:1410,851.51,50.81,20.24,3.79,0.0
20100723:1510,811.19,42.01,19.08,4.62,0.0
20100723:1610,494.77,32.38,19.18,4.07,0.0
20100723:1710,101.22,22.51,19.62,4.28,0.0
20100723:1810,108.63,12.81,19.24,3.93,0.0
20100723:1910,17.3,3.62,19.02,2.62,0.0
20100723:2010,0.0,0.0,18.03,2.28,0.0
20100723:2110,0.0,0.0,17.15,2.34,0.0
20100723:2210,0.0,0.0,16.37,2.41,0.0
20100723:2310,0.0,0.0,15.66,2.48,0.0
20100724:0010,0.0,0.0,14.93,2.48,0.0
20100724:0110,0.0,0.0,14.3,2.34,0.0
20100724:0210,0.0,0.0,13.78,2.07,0.0
20100724:0310,0.0,0.0,13.3,1.86,0.0
20100724:0410,0.0,0.0,12.83,1.79,0.0
20100724:0510,44.35,7.56,12.58,1.59,0.0
20100724:0610,112.23,17.03,14.08,1.38,0.0
20100724:0710,212.32,26.85,15.77,1.66,0.0
20100724:0810,361.49,36.67,16.95,1.31,0.0
20100724:0910,449.52,46.01,18.0,1.1,0.0
20100724:1010,395.51,54.11,19.31,0.83,0.0
20100724:1110,272.61,59.66,20.55,1.17,0.0
20100724:1210,153.25,60.99,21.39,1.45,0.0
20100724:1310,488.05,57.56,22.16,1.79,0.0
20100724:1410,429.96,50.65,22.2,2.14,0.0
20100724:1510,764.95,41.86,22.45,2.41,0.0
20100724:1610,599.27,32.23,22.47,2.28,0.0
20100724:1710,298.24,22.37,22.12,2.14,0.0
20100724:1810,186.18,12.66,21.69,1.93,0.0
20100724:1910,20.76,3.46,20.97,1.31,0.0
20100724:2010,0.0,0.0,19.92,1.31,0.0
20100724:2110,0.0,0.0,18.94,1.24,0.0
20100724:2210,0.0,0.0,18.31,0.9,0.0
20100724:2310,0.0,0.0,18.47,0.28,0.0
20100725:0010,0.0,0.0,17.71,0.48,0.0
20100725:0110,0.0,0.0,15.77,1.45,0.0
20100725:0210,0.0,0.0,15.49,2.0,0.0
20100725:0310,0.0,0.0,15.53,2.07,0.0
20100725:0410,0.0,0.0,15.38,1.86,0.0
20100725:0510,31.68,7.39,15.43,1.59,0.0
20100725:0610,100.46,16.87,15.94,1.66,0.0
20100725:0710,209.34,26.7,16.78,1.93,0.0
20100725:0810,219.74,36.51,17.32,1.66,0.0
20100725:0910,300.09,45.84,18.14,1.72,0.0
20100725:1010,407.5,53.92,18.48,2.21,0.0
20100725:1110,450.06,59.45,19.04,2.83,0.0
20100725:1210,176.9,60.78,19.45,3.38,0.0
20100725:1310,433.28,57.36,20.17,3.66,0.0
20100725:1410,251.52,50.48,20.74,3.38,0.0
20100725:1510,413.07,41.71,20.95,3.1,0.0
20100725:1610,255.68,32.09,20.67,2.76,0.0
20100725:1710,157.23,22.22,20.27,2.41,0.0
20100725:1810,171.39,12.51,19.91,2.28,0.0
20100725:1910,11.35,3.3,19.65,2.07,0.0
20100725:2010,0.0,0.0,18.79,2.07,0.0
20100725:2110,0.0,0.0,18.08,1.93,0.0
20100725:2210,0.0,0.0,17.41,1.79,0.0
20100725:2310,0.0,0.0,16.75,1.86,0.0
20100726:0010,0.0,0.0,16.41,1.93,0.0
20100726:0110,0.0,0.0,15.87,2.07,0.0
20100726:0210,0.0,0.0,15.61,2.07,0.0
20100726:0310,0.0,0.0,15.22,2.14,0.0
20100726:0410,0.0,0.0,14.95,2.14,0.0
20100726:0510,17.2,7.23,15.26,2.07,0.0
20100726:0610,84.17,16.71,16.01,2.14,0.0
20100726:0710,85.14,26.54,16.91,3.24,0.0
20100726:0810,260.19,36.35,17.83,3.45,0.0
20100726:0910,534.01,45.67,18.84,3.1,0.0
20100726:1010,364.33,53.73,20.45,3.38,0.0
20100726:1110,429.96,59.24,21.93,3.93,0.0
20100726:1210,568.1,60.56,23.05,4.55,0.0
20100726:1310,354.09,57.17,23.57,5.1,0.0
20100726:1410,387.8,50.3,22.69,5.86,0.0
20100726:1510,609.56,41.54,22.13,5.86,0.0
20100726:1610,468.67,31.93,22.1,5.52,0.0
20100726:1710,61.49,22.06,21.82,5.1,0.0
20100726:1810,24.6,12.35,21.41,4.28,0.0
20100726:1910,16.9,3.13,20.58,4.28,0.0
20100726:2010,0.0,0.0,19.66,3.45,0.0
20100726:2110,0.0,0.0,18.87,2.83,0.0
20100726:2210,0.0,0.0,18.05,2.14,0.0
20100726:2310,0.0,0.0,17.91,1.45,0.0
20100727:0010,0.0,0.0,17.95,1.24,0.0
20100727:0110,0.0,0.0,17.96,1.24,0.0
20100727:0210,0.0,0.0,17.98,1.24,0.0
20100727:0310,0.0,0.0,17.84,1.31,0.0
20100727:0410,0.0,0.0,17.65,1.38,0.0
20100727:0510,35.3,7.06,17.31,1.38,0.0
20100727:0610,48.87,16.55,17.82,1.66,0.0
20100727:0710,51.08,26.38,17.54,2.28,0.0
20100727:0810,104.06,36.19,18.48,2.0,0.0
20100727:0910,135.28,45.5,19.67,1.72,0.0
20100727:1010,250.75,53.54,20.34,1.52,0.0
20100727:1110,477.81,59.03,21.82,1.45,0.0
20100727:1210,595.68,60.34,22.82,1.59,0.0
20100727:1310,452.78,56.96,23.37,1.66,0.0
20100727:1410,595.19,50.12,24.16,2.0,0.0
20100727:1510,580.49,41.38,24.63,2.14,0.0
20100727:1610,412.98,31.77,24.74,2.21,0.0
20100727:1710,215.55,21.9,24.65,2.41,0.0
20100727:1810,66.61,12.19,23.91,2.0,0.0
20100727:1910,10.41,2.96,23.13,0.76,0.0
20100727:2010,0.0,0.0,21.73,1.17,0.0
20100727:2110,0.0,0.0,20.73,1.45,0.0
20100727:2210,0.0,0.0,20.13,2.07,0.0
20100727:2310,0.0,0.0,19.86,2.69,0.0
20100728:0010,0.0,0.0,19.08,3.1,0.0
20100728:0110,0.0,0.0,18.28,2.48,0.0
20100728:0210,0.0,0.0,17.44,1.93,0.0
20100728:0310,0.0,0.0,17.03,1.79,0.0
20100728:0410,0.0,0.0,16.63,1.93,0.0
20100728:0510,30.77,6.89,16.63,2.07,0.0
20100728:0610,107.7,16.39,17.08,2.76,0.0
20100728:0710,207.42,26.22,18.52,3.66,0.0
20100728:0810,347.02,36.02,19.29,3.59,0.0
20100728:0910,447.68,45.32,20.22,3.79,0.0
20100728:1010,528.13,53.34,20.98,4.07,0.0
20100728:1110,746.25,58.81,21.83,4.0,0.0
20100728:1210,833.21,60.12,22.85,4.14,0.0
20100728:1310,710.99,56.75,24.27,4.48,0.0
20100728:1410,801.44,49.93,25.01,4.69,0.0
20100728:1510,696.88,41.2,24.86,4.55,0.0
20100728:1610,664.75,31.61,24.71,4.41,0.0
20100728:1710,358.14,21.74,23.99,4.41,0.0
20100728:1810,40.68,12.02,22.93,3.86,0.0
20100728:1910,5.68,2.78,21.72,3.72,0.0
20100728:2010,0.0,0.0,20.61,3.45,0.0
20100728:2110,0.0,0.0,19.81,3.38,0.0
20100728:2210,0.0,0.0,18.92,3.66,0.0
20100728:2310,0.0,0.0,18.05,3.93,0.0
20100729:0010,0.0,0.0,17.26,3.66,0.0
20100729:0110,0.0,0.0,16.59,3.38,0.0
20100729:0210,0.0,0.0,16.06,3.17,0.0
20100729:0310,0.0,0.0,15.42,3.17,0.0
20100729:0410,0.0,0.0,15.03,3.31,0.0
20100729:0510,38.01,6.71,14.72,3.31,0.0
20100729:0610,97.75,16.22,15.32,3.45,0.0
20100729:0710,103.11,26.06,16.33,4.34,0.0
20100729:0810,301.07,35.86,17.37,4.41,0.0
20100729:0910,511.71,45.14,18.35,4.55,0.0
20100729:1010,285.1,53.14,19.54,4.76,0.0
20100729:1110,224.2,58.58,20.41,4.83,0.0
20100729:1210,118.25,59.88,21.12,4.76,0.0
20100729:1310,257.66,56.53,21.84,4.9,0.0
20100729:1410,669.25,49.73,21.84,4.97,0.0
20100729:1510,731.62,41.03,21.13,4.76,0.0
20100729:1610,520.69,31.43,20.71,4.62,0.0
20100729:1710,295.96,21.57,20.47,4.41,0.0
20100729:1810,95.95,11.84,20.09,3.86,0.0
20100729:1910,11.98,2.59,19.55,2.97,0.0
20100729:2010,0.0,0.0,18.65,2.62,0.0
20100729:2110,0.0,0.0,17.53,2.48,0.0
20100729:2210,0.0,0.0,16.49,2.34,0.0
20100729:2310,0.0,0.0,15.7,2.0,0.0
20100730:0010,0.0,0.0,14.92,1.79,0.0
20100730:0110,0.0,0.0,14.17,1.72,0.0
20100730:0210,0.0,0.0,13.61,1.79,0.0
20100730:0310,0.0,0.0,13.02,1.79,0.0
20100730:0410,0.0,0.0,12.86,1.72,0.0
20100730:0510,37.11,6.54,12.9,1.66,0.0
20100730:0610,75.12,16.05,14.35,1.52,0.0
20100730:0710,185.13,25.89,16.14,1.66,0.0
20100730:0810,389.1,35.69,17.56,1.59,0.0
20100730:0910,442.25,44.96,18.98,1.72,0.0
20100730:1010,556.37,52.94,20.11,1.66,0.0
20100730:1110,859.69,58.35,20.92,1.66,0.0
20100730:1210,773.82,59.65,21.77,1.79,0.0
20100730:1310,643.28,56.31,22.07,1.66,0.0
20100730:1410,759.53,49.53,22.3,1.59,0.0
20100730:1510,711.82,40.84,22.76,1.52,0.0
20100730:1610,586.32,31.26,22.83,1.38,0.0
20100730:1710,354.47,21.39,23.0,1.38,0.0
20100730:1810,200.27,11.66,22.69,1.03,0.0
20100730:1910,16.31,2.4,22.7,0.48,0.0
20100730:2010,0.0,0.0,21.45,0.69,0.0
20100730:2110,0.0,0.0,19.85,0.9,0.0
20100730:2210,0.0,0.0,19.58,0.62,0.0
20100730:2310,0.0,0.0,18.6,0.55,0.0
20100731:0010,0.0,0.0,18.39,0.48,0.0
20100731:0110,0.0,0.0,17.92,0.48,0.0
20100731:0210,0.0,0.0,17.26,0.69,0.0
20100731:0310,0.0,0.0,16.94,0.83,0.0
20100731:0410,0.0,0.0,16.07,1.1,0.0
20100731:0510,15.39,6.36,15.94,1.24,0.0
20100731:0610,94.13,15.88,17.33,1.1,0.0
20100731:0710,203.4,25.72,19.47,1.1,0.0
20100731:0810,271.62,35.51,21.39,1.59,0.0
20100731:0910,164.6,44.77,23.2,2.34,0.0
20100731:1010,67.16,52.73,24.0,2.62,0.0
20100731:1110,231.76,58.12,25.02,2.97,0.0
20100731:1210,734.65,59.4,25.77,3.66,0.0
20100731:1310,816.44,56.08,25.73,4.28,0.0
20100731:1410,845.65,49.33,24.4,3.86,0.0
20100731:1510,415.91,40.65,24.42,3.59,0.0
20100731:1610,561.05,31.07,24.71,2.97,0.0
20100731:1710,56.76,21.21,24.92,2.55,0.0
20100731:1810,94.58,11.47,24.85,2.07,0.0
20100731:1910,9.46,2.21,24.81,2.55,0.0
20100731:2010,0.0,0.0,23.07,2.76,0.0
20100731:2110,0.0,0.0,21.49,3.45,0.0
20100731:2210,0.0,0.0,19.61,3.79,0.0
20100731:2310,0.0,0.0,18.2,3.1,0.0
20100801:0010,0.0,0.0,17.28,2.48,0.0
20100801:0110,0.0,0.0,16.74,2.14,0.0
20100801:0210,0.0,0.0,16.28,2.0,0.0
20100801:0310,0.0,0.0,15.89,1.72,0.0
20100801:0410,0.0,0.0,15.67,1.52,0.0
20100801:0510,27.15,6.18,15.64,1.38,0.0
20100801:0610,101.37,15.71,16.46,1.66,0.0
20100801:0710,68.11,25.55,17.14,1.93,0.0
20100801:0810,309.75,35.34,17.68,1.93,0.0
20100801:0910,251.24,44.59,18.59,1.86,0.0
20100801:1010,231.76,52.52,19.63,2.14,0.0
20100801:1110,557.61,57.89,20.87,2.83,0.0
20100801:1210,996.78,59.16,22.49,3.31,0.0
20100801:1310,998.79,55.85,23.24,3.17,0.0
20100801:1410,807.83,49.11,23.88,3.1,0.0
20100801:1510,671.54,40.45,24.3,3.1,0.0
20100801:1610,411.8,30.89,24.11,3.03,0.0
20100801:1710,350.43,21.02,23.69,2.9,0.0
20100801:1810,196.87,11.28,23.03,2.62,0.0
20100801:1910,0.0,0.0,21.22,2.62,0.0
20100801:2010,0.0,0.0,20.04,2.34,0.0
20100801:2110,0.0,0.0,19.19,2.07,0.0
20100801:2210,0.0,0.0,18.52,1.66,0.0
20100801:2310,0.0,0.0,17.74,1.24,0.0
20100802:0010,0.0,0.0,17.07,1.45,0.0
20100802:0110,0.0,0.0,16.5,1.66,0.0
20100802:0210,0.0,0.0,16.21,1.52,0.0
20100802:0310,0.0,0.0,15.79,1.59,0.0
20100802:0410,0.0,0.0,15.37,1.72,0.0
20100802:0510,30.77,6.0,14.93,1.72,0.0
20100802:0610,95.03,15.54,15.96,1.66,0.0
20100802:0710,187.39,25.38,17.56,1.38,0.0
20100802:0810,387.24,35.16,18.73,1.24,0.0
20100802:0910,596.43,44.39,20.07,1.66,0.0
20100802:1010,712.28,52.31,21.19,2.0,0.0
20100802:1110,377.9,57.64,22.11,2.34,0.0
20100802:1210,457.24,58.9,22.97,2.83,0.0
20100802:1310,242.17,55.61,22.83,3.38,0.0
20100802:1410,285.63,48.89,22.52,3.86,0.0
20100802:1510,70.0,40.25,20.88,4.21,0.0
20100802:1610,81.35,30.69,20.14,4.07,0.0
20100802:1710,118.39,20.83,20.01,3.59,0.0
20100802:1810,40.68,11.08,19.85,3.31,0.0
20100802:1910,0.0,0.0,18.05,2.48,0.0
20100802:2010,0.0,0.0,17.1,2.34,0.0
20100802:2110,0.0,0.0,16.64,2.14,0.0
20100802:2210,0.0,0.0,16.09,2.07,0.0
20100802:2310,0.0,0.0,15.56,2.14,0.0
20100803:0010,0.0,0.0,14.72,2.21,0.0
20100803:0110,0.0,0.0,14.12,2.21,0.0
20100803:0210,0.0,0.0,13.57,2.14,0.0
20100803:0310,0.0,0.0,13.04,2.14,0.0
20100803:0410,0.0,0.0,12.67,2.07,0.0
20100803:0510,31.68,5.81,12.42,1.86,0.0
20100803:0610,74.22,15.36,13.55,1.59,0.0
20100803:0710,178.77,25.21,15.65,1.59,0.0
20100803:0810,391.36,34.98,17.48,1.45,0.0
20100803:0910,603.55,44.2,19.29,1.86,0.0
20100803:1010,715.67,52.09,20.54,2.21,0.0
20100803:1110,647.9,57.4,20.89,2.28,0.0
20100803:1210,722.01,58.65,22.01,2.69,0.0
20100803:1310,919.44,55.36,22.54,2.83,0.0
20100803:1410,558.96,48.67,22.89,2.97,0.0
20100803:1510,527.78,40.04,23.39,3.17,0.0
20100803:1610,606.14,30.49,23.44,3.17,0.0
20100803:1710,220.19,20.63,23.0,2.76,0.0
20100803:1810,90.71,10.88,22.38,2.21,0.0
20100803:1910,0.0,0.0,21.54,2.14,0.0
20100803:2010,0.0,0.0,20.82,2.28,0.0
20100803:2110,0.0,0.0,19.87,2.0,0.0
20100803:2210,0.0,0.0,18.99,1.72,0.0
20100803:2310,0.0,0.0,18.48,1.24,0.0
20100804:0010,0.0,0.0,17.73,0.76,0.0
20100804:0110,0.0,0.0,17.17,1.1,0.0
20100804:0210,0.0,0.0,16.93,1.66,0.0
20100804:0310,0.0,0.0,16.8,1.86,0.0
20100804:0410,0.0,0.0,16.9,2.07,0.0
20100804:0510,23.53,5.62,16.93,2.69,0.0
20100804:0610,78.74,15.18,17.36,3.1,0.0
20100804:0710,191.16,25.03,17.95,3.03,0.0
20100804:0810,278.48,34.8,18.69,4.07,0.0
20100804:0910,152.3,44.0,19.25,4.69,0.0
20100804:1010,553.43,51.87,19.47,4.55,0.0
20100804:1110,522.27,57.15,19.54,4.07,0.0
20100804:1210,388.76,58.38,20.95,4.48,0.0
20100804:1310,394.6,55.11,21.79,4.62,0.0
20100804:1410,434.15,48.44,22.41,4.83,0.0
20100804:1510,193.51,39.83,22.57,4.97,0.0
20100804:1610,168.33,30.29,21.65,4.55,0.0
20100804:1710,91.76,20.43,21.27,4.28,0.0
20100804:1810,191.79,10.67,20.93,4.14,0.0
20100804:1910,0.0,0.0,19.78,3.45,0.0
20100804:2010,0.0,0.0,18.23,3.38,0.0
20100804:2110,0.0,0.0,16.88,3.59,0.0
20100804:2210,0.0,0.0,15.99,3.38,0.0
20100804:2310,0.0,0.0,15.65,3.72,0.0
20100805:0010,0.0,0.0,15.15,4.28,0.0
20100805:0110,0.0,0.0,14.71,4.48,0.0
20100805:0210,0.0,0.0,14.16,4.14,0.0
20100805:0310,0.0,0.0,13.61,3.79,0.0
20100805:0410,0.0,0.0,13.35,3.59,0.0
20100805:0510,28.96,5.44,12.89,3.38,0.0
20100805:0610,71.5,15.0,13.47,2.97,0.0
20100805:0710,180.19,24.85,14.91,4.14,0.0
20100805:0810,376.09,34.62,16.13,4.41,0.0
20100805:0910,565.44,43.81,16.92,4.41,0.0
20100805:1010,658.13,51.64,18.44,4.76,0.0
20100805:1110,460.1,56.9,19.14,5.03,0.0
20100805:1210,843.35,58.11,20.02,5.24,0.0
20100805:1310,1002.19,54.85,20.5,5.17,0.0
20100805:1410,630.91,48.2,20.8,5.03,0.0
20100805:1510,694.36,39.61,20.72,5.03,0.0
20100805:1610,505.86,30.08,20.48,4.83,0.0
20100805:1710,321.82,20.22,20.29,4.55,0.0
20100805:1810,133.42,10.46,19.61,3.72,0.0
20100805:1910,0.0,0.0,18.84,2.62,0.0
20100805:2010,0.0,0.0,17.57,2.34,0.0
20100805:2110,0.0,0.0,16.72,2.34,0.0
20100805:2210,0.0,0.0,15.86,2.14,0.0
20100805:2310,0.0,0.0,15.07,1.93,0.0
20100806:0010,0.0,0.0,14.33,1.79,0.0
20100806:0110,0.0,0.0,13.55,1.72,0.0
20100806:0210,0.0,0.0,12.48,1.66,0.0
20100806:0310,0.0,0.0,11.75,1.45,0.0
20100806:0410,0.0,0.0,10.99,1.59,0.0
20100806:0510,27.15,5.25,10.68,1.59,0.0
20100806:0610,66.97,14.82,12.24,1.17,0.0
20100806:0710,174.92,24.67,15.11,1.31,0.0
20100806:0810,380.35,34.43,16.72,1.38,0.0
20100806:0910,543.0,43.6,17.99,1.52,0.0
20100806:1010,484.65,51.42,19.04,1.66,0.0
20100806:1110,763.8,56.64,19.94,1.79,0.0
20100806:1210,575.74,57.84,20.51,1.86,0.0
20100806:1310,744.56,54.59,21.16,1.93,0.0
20100806:1410,479.94,47.96,21.44,1.79,0.0
20100806:1510,448.02,39.39,21.77,1.59,0.0
20100806:1610,397.48,29.86,21.86,1.31,0.0
20100806:1710,206.87,20.01,21.99,1.17,0.0
20100806:1810,160.97,10.24,21.74,0.55,0.0
20100806:1910,0.0,0.0,20.95,0.9,0.0
20100806:2010,0.0,0.0,19.51,0.9,0.0
20100806:2110,0.0,0.0,18.74,0.83,0.0
20100806:2210,0.0,0.0,17.8,0.9,0.0
20100806:2310,0.0,0.0,15.67,1.38,0.0
20100807:0010,0.0,0.0,14.38,1.79,0.0
20100807:0110,0.0,0.0,13.9,2.07,0.0
20100807:0210,0.0,0.0,13.83,2.14,0.0
20100807:0310,0.0,0.0,13.9,2.28,0.0
20100807:0410,0.0,0.0,14.19,2.28,0.0
20100807:0510,27.15,5.05,14.25,2.28,0.0
20100807:0610,88.7,14.63,15.47,2.0,0.0
20100807:0710,93.65,24.49,17.88,2.21,0.0
20100807:0810,202.54,34.24,19.4,2.55,0.0
20100807:0910,268.93,43.4,20.75,3.1,0.0
20100807:1010,593.82,51.18,21.85,3.59,0.0
20100807:1110,472.3,56.38,22.91,4.0,0.0
20100807:1210,539.1,57.56,23.37,4.07,0.0
20100807:1310,756.68,54.32,24.23,4.34,0.0
20100807:1410,472.66,47.72,24.35,4.0,0.0
20100807:1510,560.52,39.16,24.29,3.86,0.0
20100807:1610,348.84,29.64,23.35,3.93,0.0
20100807:1710,90.81,19.79,22.32,3.86,0.0
20100807:1810,54.84,10.02,21.07,3.03,0.0
20100807:1910,0.0,0.0,19.8,2.9,0.0
20100807:2010,0.0,0.0,19.11,2.28,0.0
20100807:2110,0.0,0.0,18.67,2.0,0.0
20100807:2210,0.0,0.0,18.26,2.07,0.0
20100807:2310,0.0,0.0,17.89,2.0,0.0
20100808:0010,0.0,0.0,17.57,2.14,0.0
20100808:0110,0.0,0.0,17.02,2.07,0.0
20100808:0210,0.0,0.0,16.44,2.28,0.0
20100808:0310,0.0,0.0,15.71,2.41,0.0
20100808:0410,0.0,0.0,14.75,2.34,0.0
20100808:0510,26.25,4.86,14.07,2.28,0.0
20100808:0610,75.12,14.45,14.61,2.41,0.0
20100808:0710,117.57,24.31,16.23,3.31,0.0
20100808:0810,121.09,34.05,17.57,3.24,0.0
20100808:0910,290.32,43.19,18.67,3.1,0.0
20100808:1010,372.99,50.95,19.59,3.1,0.0
20100808:1110,669.95,56.11,20.43,2.97,0.0
